Waterbody,LabNo,Sampling Site Name,Date Collected,Parameter,Unit,Result,DetectionLimit,DQCodes
Hancock,30592,Wading Bird South,3/6/2018,Nitrogen Ammonia,mg/l,0.011,0.01,C I
Hancock,30658,Wading Bird South,4/3/2018,Nitrogen Ammonia,mg/l,0.018,0.01,C I
Hancock,30807,Wading Bird South,6/5/2018,Nitrogen Ammonia,mg/l,0.01,0.01,C I
Hancock,30881,Wading Bird South,7/10/2018,Nitrogen Ammonia,mg/l,0.036,0.01,C I
Hancock,30425,Wading Bird South,12/5/2017,Nitrogen Ammonia,mg/l,0.01,0.01,C U
Hancock,30970,Wading Bird South,8/7/2018,Nitrogen Ammonia,mg/l,0.01,0.01,C U
Hancock,30225,Wading Bird South,11/7/2017,Nitrogen Ammonia,mg/l,0.023,0.01,Y C I
Banana Creek,30221,Banana Creek,11/7/2017,Nitrogen Kjeldahl,mg/l,5.76,0.1,Y
Banana Creek,30421,Banana Creek,12/5/2017,Nitrogen Kjeldahl,mg/l,7.12,0.1,NA
Banana Creek,30431,Banana Creek,1/2/2018,Nitrogen Kjeldahl,mg/l,14.7,0.1,NA
Banana Creek,30508,Banana Creek,2/6/2018,Nitrogen Kjeldahl,mg/l,5.09,0.1,NA
Banana Creek,30588,Banana Creek,3/6/2018,Nitrogen Kjeldahl,mg/l,4.08,0.1,NA
Banana Creek,30654,Banana Creek,4/3/2018,Nitrogen Kjeldahl,mg/l,6.83,0.1,NA
Banana Creek,30735,Banana Creek,5/1/2018,Nitrogen Kjeldahl,mg/l,9.29,0.1,NA
Banana Creek,30811,Banana Creek,6/5/2018,Nitrogen Kjeldahl,mg/l,1.99,0.1,NA
Banana Creek,30885,Banana Creek,7/10/2018,Nitrogen Kjeldahl,mg/l,1.87,0.1,NA
Banana Creek,30973,Banana Creek,8/7/2018,Nitrogen Kjeldahl,mg/l,2.45,0.1,NA
Banana Creek,31062,Banana Creek,9/4/2018,Nitrogen Kjeldahl,mg/l,2.18,0.1,NA
Hancock,30229,Canal Outflow,11/7/2017,Nitrogen Kjeldahl,mg/l,1.54,0.1,NA
Hancock,30429,Canal Outflow,12/5/2017,Nitrogen Kjeldahl,mg/l,1.89,0.1,NA
Hancock,30439,Canal Outflow,1/2/2018,Nitrogen Kjeldahl,mg/l,1.79,0.1,NA
Hancock,30516,Canal Outflow,2/6/2018,Nitrogen Kjeldahl,mg/l,2.41,0.1,NA
Hancock,30596,Canal Outflow,3/6/2018,Nitrogen Kjeldahl,mg/l,2.18,0.1,NA
Hancock,30662,Canal Outflow,4/3/2018,Nitrogen Kjeldahl,mg/l,2.07,0.1,NA
Hancock,30728,Canal Outflow,5/1/2018,Nitrogen Kjeldahl,mg/l,3.36,0.1,NA
Hancock,30804,Canal Outflow,6/5/2018,Nitrogen Kjeldahl,mg/l,1.84,0.1,NA
Hancock,30879,Canal Outflow,7/10/2018,Nitrogen Kjeldahl,mg/l,1.61,0.1,NA
Hancock,30968,Canal Outflow,8/7/2018,Nitrogen Kjeldahl,mg/l,1.74,0.1,NA
Hancock,31057,Canal Outflow,9/4/2018,Nitrogen Kjeldahl,mg/l,1.42,0.1,NA
Hancock,30226,Eagle Roost Rd,11/7/2017,Nitrogen Kjeldahl,mg/l,1.96,0.1,Y A
Hancock,30426,Eagle Roost Rd,12/5/2017,Nitrogen Kjeldahl,mg/l,1.76,0.1,NA
Hancock,30436,Eagle Roost Rd,1/2/2018,Nitrogen Kjeldahl,mg/l,2.19,0.1,NA
Hancock,30513,Eagle Roost Rd,2/6/2018,Nitrogen Kjeldahl,mg/l,2.09,0.1,NA
Hancock,30593,Eagle Roost Rd,3/6/2018,Nitrogen Kjeldahl,mg/l,2,0.1,NA
Hancock,30659,Eagle Roost Rd,4/3/2018,Nitrogen Kjeldahl,mg/l,4.22,0.1,NA
Hancock,30731,Eagle Roost Rd,5/1/2018,Nitrogen Kjeldahl,mg/l,5.35,0.1,NA
Hancock,30806,Eagle Roost Rd,6/5/2018,Nitrogen Kjeldahl,mg/l,1.46,0.1,NA
Hancock,30880,Eagle Roost Rd,7/10/2018,Nitrogen Kjeldahl,mg/l,1.33,0.1,NA
Hancock,30969,Eagle Roost Rd,8/7/2018,Nitrogen Kjeldahl,mg/l,1.5,0.1,NA
Hancock,31058,Eagle Roost Rd,9/4/2018,Nitrogen Kjeldahl,mg/l,1.72,0.1,NA
Hancock,30423,Flooded Road,12/5/2017,Nitrogen Kjeldahl,mg/l,0.584,0.1,A
Hancock,30433,Flooded Road,1/2/2018,Nitrogen Kjeldahl,mg/l,0.49,0.1,A
Hancock,30510,Flooded Road,2/6/2018,Nitrogen Kjeldahl,mg/l,0.599,0.1,A
Hancock,30590,Flooded Road,3/6/2018,Nitrogen Kjeldahl,mg/l,0.696,0.1,A
Hancock,30223,Flooded Road,11/7/2017,Nitrogen Kjeldahl,mg/l,0.662,0.1,Y
Hancock,30656,Flooded Road,4/3/2018,Nitrogen Kjeldahl,mg/l,0.701,0.1,NA
Hancock,30733,Flooded Road,5/1/2018,Nitrogen Kjeldahl,mg/l,0.594,0.1,NA
Hancock,30809,Flooded Road,6/5/2018,Nitrogen Kjeldahl,mg/l,0.708,0.1,NA
Hancock,30883,Flooded Road,7/10/2018,Nitrogen Kjeldahl,mg/l,0.674,0.1,NA
Hancock,30972,Flooded Road,8/7/2018,Nitrogen Kjeldahl,mg/l,0.824,0.1,NA
Hancock,31061,Flooded Road,9/4/2018,Nitrogen Kjeldahl,mg/l,0.567,0.1,NA
Hancock,30227,Heron Hideout,11/7/2017,Nitrogen Kjeldahl,mg/l,1.22,0.1,Y
Hancock,30427,Heron Hideout,12/5/2017,Nitrogen Kjeldahl,mg/l,1.23,0.1,NA
Hancock,30437,Heron Hideout,1/2/2018,Nitrogen Kjeldahl,mg/l,1.04,0.1,NA
Hancock,30514,Heron Hideout,2/6/2018,Nitrogen Kjeldahl,mg/l,1.11,0.1,NA
Hancock,30594,Heron Hideout,3/6/2018,Nitrogen Kjeldahl,mg/l,1.21,0.1,NA
Hancock,30660,Heron Hideout,4/3/2018,Nitrogen Kjeldahl,mg/l,3.75,0.1,NA
Hancock,NS~BCMF-05.2018.b,Heron Hideout,5/1/2018,Nitrogen Kjeldahl,mg/l,No Sample,0.1,NA
Hancock,30805,Heron Hideout,6/5/2018,Nitrogen Kjeldahl,mg/l,1.06,0.1,NA
Hancock,30877,Heron Hideout,7/10/2018,Nitrogen Kjeldahl,mg/l,0.917,0.1,NA
Hancock,30966,Heron Hideout,8/7/2018,Nitrogen Kjeldahl,mg/l,1.02,0.1,NA
Hancock,31055,Heron Hideout,9/4/2018,Nitrogen Kjeldahl,mg/l,0.936,0.1,NA
Hancock,30661,Outflow Pipes,4/3/2018,Nitrogen Kjeldahl,mg/l,6.73,0.1,A
Hancock,30967,Outflow Pipes,8/7/2018,Nitrogen Kjeldahl,mg/l,1.14,0.1,A
Hancock,30228,Outflow Pipes,11/7/2017,Nitrogen Kjeldahl,mg/l,2.07,0.1,NA
Hancock,30428,Outflow Pipes,12/5/2017,Nitrogen Kjeldahl,mg/l,2.92,0.1,NA
Hancock,30438,Outflow Pipes,1/2/2018,Nitrogen Kjeldahl,mg/l,2.92,0.1,NA
Hancock,30515,Outflow Pipes,2/6/2018,Nitrogen Kjeldahl,mg/l,3.64,0.1,NA
Hancock,30595,Outflow Pipes,3/6/2018,Nitrogen Kjeldahl,mg/l,5.4,0.1,NA
Hancock,30729,Outflow Pipes,5/1/2018,Nitrogen Kjeldahl,mg/l,6.04,0.1,NA
Hancock,30803,Outflow Pipes,6/5/2018,Nitrogen Kjeldahl,mg/l,1.35,0.1,NA
Hancock,30878,Outflow Pipes,7/10/2018,Nitrogen Kjeldahl,mg/l,1.16,0.1,NA
Hancock,31056,Outflow Pipes,9/4/2018,Nitrogen Kjeldahl,mg/l,1.18,0.1,NA
Hancock,30734,Reynold's Runoff,5/1/2018,Nitrogen Kjeldahl,mg/l,0.622,0.1,A
Hancock,30222,Reynold's Runoff,11/7/2017,Nitrogen Kjeldahl,mg/l,0.577,0.1,Y
Hancock,30422,Reynold's Runoff,12/5/2017,Nitrogen Kjeldahl,mg/l,0.519,0.1,NA
Hancock,30432,Reynold's Runoff,1/2/2018,Nitrogen Kjeldahl,mg/l,0.522,0.1,NA
Hancock,30509,Reynold's Runoff,2/6/2018,Nitrogen Kjeldahl,mg/l,0.69,0.1,NA
Hancock,30589,Reynold's Runoff,3/6/2018,Nitrogen Kjeldahl,mg/l,0.667,0.1,NA
Hancock,30655,Reynold's Runoff,4/3/2018,Nitrogen Kjeldahl,mg/l,0.489,0.1,NA
Hancock,30810,Reynold's Runoff,6/5/2018,Nitrogen Kjeldahl,mg/l,0.881,0.1,NA
Hancock,30884,Reynold's Runoff,7/10/2018,Nitrogen Kjeldahl,mg/l,0.67,0.1,NA
Hancock,30974,Reynold's Runoff,8/7/2018,Nitrogen Kjeldahl,mg/l,0.641,0.1,NA
Hancock,31063,Reynold's Runoff,9/4/2018,Nitrogen Kjeldahl,mg/l,0.556,0.1,NA
Hancock,30808,Wading Bird North,6/5/2018,Nitrogen Kjeldahl,mg/l,1.32,0.1,A
Hancock,30224,Wading Bird North,11/7/2017,Nitrogen Kjeldahl,mg/l,1.66,0.1,Y
Hancock,30424,Wading Bird North,12/5/2017,Nitrogen Kjeldahl,mg/l,1.66,0.1,NA
Hancock,30434,Wading Bird North,1/2/2018,Nitrogen Kjeldahl,mg/l,1.78,0.1,NA
Hancock,30511,Wading Bird North,2/6/2018,Nitrogen Kjeldahl,mg/l,1.7,0.1,NA
Hancock,30591,Wading Bird North,3/6/2018,Nitrogen Kjeldahl,mg/l,1.96,0.1,NA
Hancock,30657,Wading Bird North,4/3/2018,Nitrogen Kjeldahl,mg/l,3.11,0.1,NA
Hancock,30736,Wading Bird North,5/1/2018,Nitrogen Kjeldahl,mg/l,2.74,0.1,NA
Hancock,30882,Wading Bird North,7/10/2018,Nitrogen Kjeldahl,mg/l,1.25,0.1,NA
Hancock,30971,Wading Bird North,8/7/2018,Nitrogen Kjeldahl,mg/l,1.29,0.1,NA
Hancock,31060,Wading Bird North,9/4/2018,Nitrogen Kjeldahl,mg/l,1.23,0.1,NA
Hancock,30881,Wading Bird South,7/10/2018,Nitrogen Kjeldahl,mg/l,1.37,0.1,A
Hancock,31059,Wading Bird South,9/4/2018,Nitrogen Kjeldahl,mg/l,1.62,0.1,A
Hancock,30225,Wading Bird South,11/7/2017,Nitrogen Kjeldahl,mg/l,1.99,0.1,Y
Hancock,30425,Wading Bird South,12/5/2017,Nitrogen Kjeldahl,mg/l,2.65,0.1,NA
Hancock,30435,Wading Bird South,1/2/2018,Nitrogen Kjeldahl,mg/l,2.01,0.1,NA
Hancock,30512,Wading Bird South,2/6/2018,Nitrogen Kjeldahl,mg/l,1.67,0.1,NA
Hancock,30592,Wading Bird South,3/6/2018,Nitrogen Kjeldahl,mg/l,2.32,0.1,NA
Hancock,30658,Wading Bird South,4/3/2018,Nitrogen Kjeldahl,mg/l,4.72,0.1,NA
Hancock,30732,Wading Bird South,5/1/2018,Nitrogen Kjeldahl,mg/l,3.54,0.1,NA
Hancock,30807,Wading Bird South,6/5/2018,Nitrogen Kjeldahl,mg/l,1.45,0.1,NA
Hancock,30970,Wading Bird South,8/7/2018,Nitrogen Kjeldahl,mg/l,1.5,0.1,NA
Banana Creek,30421,Banana Creek,12/5/2017,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Banana Creek,30431,Banana Creek,1/2/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Banana Creek,30508,Banana Creek,2/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Banana Creek,30588,Banana Creek,3/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Banana Creek,30654,Banana Creek,4/3/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Banana Creek,30735,Banana Creek,5/1/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Banana Creek,30811,Banana Creek,6/5/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Banana Creek,30885,Banana Creek,7/10/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Banana Creek,30973,Banana Creek,8/7/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Banana Creek,31062,Banana Creek,9/4/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Banana Creek,30221,Banana Creek,11/7/2017,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,Y U
Hancock,30229,Canal Outflow,11/7/2017,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30429,Canal Outflow,12/5/2017,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30439,Canal Outflow,1/2/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30516,Canal Outflow,2/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30596,Canal Outflow,3/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30662,Canal Outflow,4/3/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30728,Canal Outflow,5/1/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30804,Canal Outflow,6/5/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30879,Canal Outflow,7/10/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30968,Canal Outflow,8/7/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,31057,Canal Outflow,9/4/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30436,Eagle Roost Rd,1/2/2018,Nitrogen Nitrate+Nitrite,mg/l,0.018,0.01,I
Hancock,30513,Eagle Roost Rd,2/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.017,0.01,I
Hancock,30426,Eagle Roost Rd,12/5/2017,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30593,Eagle Roost Rd,3/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30659,Eagle Roost Rd,4/3/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30731,Eagle Roost Rd,5/1/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30806,Eagle Roost Rd,6/5/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30880,Eagle Roost Rd,7/10/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30969,Eagle Roost Rd,8/7/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,31058,Eagle Roost Rd,9/4/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30226,Eagle Roost Rd,11/7/2017,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,Y I
Hancock,30423,Flooded Road,12/5/2017,Nitrogen Nitrate+Nitrite,mg/l,0.013,0.01,I
Hancock,30433,Flooded Road,1/2/2018,Nitrogen Nitrate+Nitrite,mg/l,0.019,0.01,I
Hancock,30510,Flooded Road,2/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.012,0.01,I
Hancock,30656,Flooded Road,4/3/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30733,Flooded Road,5/1/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30809,Flooded Road,6/5/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30883,Flooded Road,7/10/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30972,Flooded Road,8/7/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,31061,Flooded Road,9/4/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30590,Flooded Road,3/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U J3
Hancock,30223,Flooded Road,11/7/2017,Nitrogen Nitrate+Nitrite,mg/l,0.026,0.01,Y I
Hancock,30427,Heron Hideout,12/5/2017,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30437,Heron Hideout,1/2/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30514,Heron Hideout,2/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30594,Heron Hideout,3/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30660,Heron Hideout,4/3/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30805,Heron Hideout,6/5/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30877,Heron Hideout,7/10/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30966,Heron Hideout,8/7/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,31055,Heron Hideout,9/4/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30227,Heron Hideout,11/7/2017,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,Y U
Hancock,NS~BCMF-05.2018.b,Heron Hideout,5/1/2018,Nitrogen Nitrate+Nitrite,mg/l,No Sample,0.01,NA
Hancock,30438,Outflow Pipes,1/2/2018,Nitrogen Nitrate+Nitrite,mg/l,0.024,0.01,I
Hancock,30228,Outflow Pipes,11/7/2017,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30428,Outflow Pipes,12/5/2017,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30515,Outflow Pipes,2/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30595,Outflow Pipes,3/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30661,Outflow Pipes,4/3/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30729,Outflow Pipes,5/1/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30803,Outflow Pipes,6/5/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30878,Outflow Pipes,7/10/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,31056,Outflow Pipes,9/4/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30967,Outflow Pipes,8/7/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U J3
Hancock,30509,Reynold's Runoff,2/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.035,0.01,I
Hancock,30810,Reynold's Runoff,6/5/2018,Nitrogen Nitrate+Nitrite,mg/l,0.024,0.01,I
Hancock,30884,Reynold's Runoff,7/10/2018,Nitrogen Nitrate+Nitrite,mg/l,0.034,0.01,I
Hancock,31063,Reynold's Runoff,9/4/2018,Nitrogen Nitrate+Nitrite,mg/l,0.038,0.01,I
Hancock,30589,Reynold's Runoff,3/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30655,Reynold's Runoff,4/3/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30734,Reynold's Runoff,5/1/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30222,Reynold's Runoff,11/7/2017,Nitrogen Nitrate+Nitrite,mg/l,0.132,0.01,Y
Hancock,30422,Reynold's Runoff,12/5/2017,Nitrogen Nitrate+Nitrite,mg/l,0.136,0.01,NA
Hancock,30432,Reynold's Runoff,1/2/2018,Nitrogen Nitrate+Nitrite,mg/l,0.157,0.01,NA
Hancock,30974,Reynold's Runoff,8/7/2018,Nitrogen Nitrate+Nitrite,mg/l,0.046,0.01,NA
Hancock,30424,Wading Bird North,12/5/2017,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30434,Wading Bird North,1/2/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30511,Wading Bird North,2/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30591,Wading Bird North,3/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30657,Wading Bird North,4/3/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30736,Wading Bird North,5/1/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30808,Wading Bird North,6/5/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30882,Wading Bird North,7/10/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30971,Wading Bird North,8/7/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,31060,Wading Bird North,9/4/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30224,Wading Bird North,11/7/2017,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,Y U
Hancock,30732,Wading Bird South,5/1/2018,Nitrogen Nitrate+Nitrite,mg/l,0.018,0.01,I
Hancock,30425,Wading Bird South,12/5/2017,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30435,Wading Bird South,1/2/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30512,Wading Bird South,2/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30592,Wading Bird South,3/6/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30658,Wading Bird South,4/3/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30807,Wading Bird South,6/5/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30881,Wading Bird South,7/10/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30970,Wading Bird South,8/7/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,31059,Wading Bird South,9/4/2018,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,U
Hancock,30225,Wading Bird South,11/7/2017,Nitrogen Nitrate+Nitrite,mg/l,0.01,0.01,Y U
Banana Creek,30221,Banana Creek,11/7/2017,Nitrogen Total,mg/l,5.76,0.11,Y
Banana Creek,30421,Banana Creek,12/5/2017,Nitrogen Total,mg/l,7.12,0.11,NA
Banana Creek,30431,Banana Creek,1/2/2018,Nitrogen Total,mg/l,14.7,0.11,NA
Banana Creek,30508,Banana Creek,2/6/2018,Nitrogen Total,mg/l,5.09,0.11,NA
Banana Creek,30588,Banana Creek,3/6/2018,Nitrogen Total,mg/l,4.08,0.11,NA
Banana Creek,30654,Banana Creek,4/3/2018,Nitrogen Total,mg/l,6.83,0.11,NA
Banana Creek,30735,Banana Creek,5/1/2018,Nitrogen Total,mg/l,9.29,0.11,NA
Banana Creek,30811,Banana Creek,6/5/2018,Nitrogen Total,mg/l,1.99,0.11,NA
Banana Creek,30885,Banana Creek,7/10/2018,Nitrogen Total,mg/l,1.87,0.11,NA
Banana Creek,30973,Banana Creek,8/7/2018,Nitrogen Total,mg/l,2.45,0.11,NA
Banana Creek,31062,Banana Creek,9/4/2018,Nitrogen Total,mg/l,2.18,0.11,NA
Hancock,30229,Canal Outflow,11/7/2017,Nitrogen Total,mg/l,1.54,0.11,NA
Hancock,30429,Canal Outflow,12/5/2017,Nitrogen Total,mg/l,1.89,0.11,NA
Hancock,30439,Canal Outflow,1/2/2018,Nitrogen Total,mg/l,1.79,0.11,NA
Hancock,30516,Canal Outflow,2/6/2018,Nitrogen Total,mg/l,2.41,0.11,NA
Hancock,30596,Canal Outflow,3/6/2018,Nitrogen Total,mg/l,2.18,0.11,NA
Hancock,30662,Canal Outflow,4/3/2018,Nitrogen Total,mg/l,2.07,0.11,NA
Hancock,30728,Canal Outflow,5/1/2018,Nitrogen Total,mg/l,3.36,0.11,NA
Hancock,30804,Canal Outflow,6/5/2018,Nitrogen Total,mg/l,1.84,0.11,NA
Hancock,30879,Canal Outflow,7/10/2018,Nitrogen Total,mg/l,1.61,0.11,NA
Hancock,30968,Canal Outflow,8/7/2018,Nitrogen Total,mg/l,1.74,0.11,NA
Hancock,31057,Canal Outflow,9/4/2018,Nitrogen Total,mg/l,1.42,0.11,NA
Hancock,30226,Eagle Roost Rd,11/7/2017,Nitrogen Total,mg/l,1.97,0.11,Y
Hancock,30426,Eagle Roost Rd,12/5/2017,Nitrogen Total,mg/l,1.76,0.11,NA
Hancock,30436,Eagle Roost Rd,1/2/2018,Nitrogen Total,mg/l,2.21,0.11,NA
Hancock,30513,Eagle Roost Rd,2/6/2018,Nitrogen Total,mg/l,2.11,0.11,NA
Hancock,30593,Eagle Roost Rd,3/6/2018,Nitrogen Total,mg/l,2,0.11,NA
Hancock,30659,Eagle Roost Rd,4/3/2018,Nitrogen Total,mg/l,4.22,0.11,NA
Hancock,30731,Eagle Roost Rd,5/1/2018,Nitrogen Total,mg/l,5.35,0.11,NA
Hancock,30806,Eagle Roost Rd,6/5/2018,Nitrogen Total,mg/l,1.46,0.11,NA
Hancock,30880,Eagle Roost Rd,7/10/2018,Nitrogen Total,mg/l,1.33,0.11,NA
Hancock,30969,Eagle Roost Rd,8/7/2018,Nitrogen Total,mg/l,1.5,0.11,NA
Hancock,31058,Eagle Roost Rd,9/4/2018,Nitrogen Total,mg/l,1.72,0.11,NA
Hancock,30223,Flooded Road,11/7/2017,Nitrogen Total,mg/l,0.69,0.11,Y
Hancock,30423,Flooded Road,12/5/2017,Nitrogen Total,mg/l,0.6,0.11,NA
Hancock,30433,Flooded Road,1/2/2018,Nitrogen Total,mg/l,0.51,0.11,NA
Hancock,30510,Flooded Road,2/6/2018,Nitrogen Total,mg/l,0.61,0.11,NA
Hancock,30590,Flooded Road,3/6/2018,Nitrogen Total,mg/l,0.7,0.11,NA
Hancock,30656,Flooded Road,4/3/2018,Nitrogen Total,mg/l,0.7,0.11,NA
Hancock,30733,Flooded Road,5/1/2018,Nitrogen Total,mg/l,0.59,0.11,NA
Hancock,30809,Flooded Road,6/5/2018,Nitrogen Total,mg/l,0.71,0.11,NA
Hancock,30883,Flooded Road,7/10/2018,Nitrogen Total,mg/l,0.67,0.11,NA
Hancock,30972,Flooded Road,8/7/2018,Nitrogen Total,mg/l,0.82,0.11,NA
Hancock,31061,Flooded Road,9/4/2018,Nitrogen Total,mg/l,0.57,0.11,NA
Hancock,30227,Heron Hideout,11/7/2017,Nitrogen Total,mg/l,1.22,0.11,Y
Hancock,30427,Heron Hideout,12/5/2017,Nitrogen Total,mg/l,1.23,0.11,NA
Hancock,30437,Heron Hideout,1/2/2018,Nitrogen Total,mg/l,1.04,0.11,NA
Hancock,30514,Heron Hideout,2/6/2018,Nitrogen Total,mg/l,1.11,0.11,NA
Hancock,30594,Heron Hideout,3/6/2018,Nitrogen Total,mg/l,1.21,0.11,NA
Hancock,30660,Heron Hideout,4/3/2018,Nitrogen Total,mg/l,3.75,0.11,NA
Hancock,NS~BCMF-05.2018.b,Heron Hideout,5/1/2018,Nitrogen Total,mg/l,No Sample,0.11,NA
Hancock,30805,Heron Hideout,6/5/2018,Nitrogen Total,mg/l,1.06,0.11,NA
Hancock,30877,Heron Hideout,7/10/2018,Nitrogen Total,mg/l,0.92,0.11,NA
